definition,event_id,start_date,end_date,duration,peak_tmax,mean_tmax,cumulative_excess,maximum_excess,onset_day_of_year,cessation_day_of_year,start_year,start_month,decade
compound_90p_2d,compound_90p_2d_0153,2017-10-03,2017-10-06,4,34.630424,34.275425,4.8130000999999965,1.6389991999999936,276,279,2017,10,2010
compound_90p_2d,compound_90p_2d_0154,2017-10-11,2017-10-17,7,34.440426,33.568996285714285,5.3220025999999905,1.612002799999999,284,290,2017,10,2010
compound_90p_2d,compound_90p_2d_0155,2018-06-17,2018-06-18,2,34.590424,34.180424,1.1889991999999907,1.0989991999999944,168,169,2018,6,2010
compound_90p_2d,compound_90p_2d_0156,2018-07-06,2018-07-07,2,33.470425,33.0454255,0.8300002000000006,0.8109999999999999,187,188,2018,7,2010
compound_90p_2d,compound_90p_2d_0157,2018-07-14,2018-07-15,2,34.720425,33.975426,2.230003999999994,1.860000999999997,195,196,2018,7,2010
compound_90p_2d,compound_90p_2d_0158,2018-07-18,2018-07-20,3,36.700424,34.720424666666666,5.3559972999999985,3.75,199,201,2018,7,2010
compound_90p_2d,compound_90p_2d_0159,2018-08-09,2018-08-11,3,33.610424,33.227091333333334,0.8779981999999933,0.6889990999999966,221,223,2018,8,2010
compound_90p_2d,compound_90p_2d_0160,2018-08-13,2018-08-18,6,35.850426,34.18542516666667,7.427994999999996,2.9099999999999966,225,230,2018,8,2010
compound_90p_2d,compound_90p_2d_0161,2018-09-15,2018-09-19,5,35.770424,35.132425,9.29100129999999,2.4790002000000015,258,262,2018,9,2010
compound_90p_2d,compound_90p_2d_0162,2018-09-28,2018-09-30,3,34.930424,34.530425,3.9750007000000096,1.728999800000004,271,273,2018,9,2010
compound_90p_2d,compound_90p_2d_0163,2019-04-30,2019-05-01,2,36.090424,36.050425000000004,0.3229990000000029,0.17700110000000535,120,121,2019,4,2010
compound_90p_2d,compound_90p_2d_0164,2019-05-08,2019-05-10,3,35.960426,35.68042466666667,1.9290018999999958,1.0050020999999987,128,130,2019,5,2010
compound_90p_2d,compound_90p_2d_0165,2019-05-20,2019-05-21,2,35.430424,35.305424,0.8390008000000009,0.5700000000000003,140,141,2019,5,2010
compound_90p_2d,compound_90p_2d_0166,2019-06-19,2019-06-20,2,36.020424,34.985423999999995,3.272998599999994,2.6389996999999994,170,171,2019,6,2010
compound_90p_2d,compound_90p_2d_0167,2019-06-23,2019-06-26,4,35.480427,35.135425749999996,8.490004200000001,2.408003899999997,174,177,2019,6,2010
compound_90p_2d,compound_90p_2d_0168,2019-06-29,2019-07-01,3,34.760426,33.92375833333333,3.466998099999998,1.980000000000004,180,182,2019,6,2010
compound_90p_2d,compound_90p_2d_0169,2019-07-16,2019-07-21,6,35.850426,34.59875866666666,10.093999199999999,2.979999999999997,197,202,2019,7,2010
compound_90p_2d,compound_90p_2d_0170,2019-08-04,2019-08-06,3,35.960426,35.03709166666666,6.315999899999987,3.039001099999993,216,218,2019,8,2010
compound_90p_2d,compound_90p_2d_0171,2019-08-10,2019-08-11,2,36.000423,34.620424,3.3589970999999963,3.0399969999999996,222,223,2019,8,2010
compound_90p_2d,compound_90p_2d_0172,2019-08-20,2019-08-22,3,34.940426,34.213759333333336,3.7210036000000173,1.9670012000000057,232,234,2019,8,2010
compound_90p_2d,compound_90p_2d_0173,2019-08-26,2019-09-03,9,36.610424,34.45598044444445,12.569001199999981,3.5499989999999997,238,246,2019,8,2010
compound_90p_2d,compound_90p_2d_0174,2019-09-17,2019-09-21,5,35.360424,34.26642519999999,4.768001799999993,2.0559981999999977,260,264,2019,9,2010
compound_90p_2d,compound_90p_2d_0175,2019-10-18,2019-10-21,4,33.880424,33.4529245,3.5029970999999946,1.2889997999999991,291,294,2019,10,2010
compound_90p_2d,compound_90p_2d_0176,2020-06-24,2020-06-25,2,34.730427,34.4104255,2.766001299999999,1.7480004000000022,176,177,2020,6,2020
compound_90p_2d,compound_90p_2d_0177,2020-07-01,2020-07-03,3,34.440426,33.933759,3.758004299999996,1.7279999000000004,183,185,2020,7,2020
compound_90p_2d,compound_90p_2d_0178,2020-07-30,2020-08-03,5,35.800426,34.06442560000001,5.434000000000005,2.8379999,212,216,2020,7,2020
compound_90p_2d,compound_90p_2d_0179,2020-08-07,2020-08-10,4,33.730427,33.457926,2.044001499999993,0.7480004000000022,220,223,2020,8,2020
compound_90p_2d,compound_90p_2d_0180,2020-08-13,2020-08-14,2,33.980427,33.6704255,1.4199990000000042,1.0200010000000006,226,227,2020,8,2020
compound_90p_2d,compound_90p_2d_0181,2020-09-04,2020-09-06,3,34.750423,34.533757333333334,4.542997799999995,1.726998799999997,248,250,2020,9,2020
compound_90p_2d,compound_90p_2d_0182,2020-09-08,2020-09-09,2,34.010426,33.970425000000006,1.8070020999999983,0.9490011999999979,252,253,2020,9,2020
compound_90p_2d,compound_90p_2d_0183,2020-09-19,2020-09-20,2,35.920425,35.8404255,5.033000999999999,2.6159991999999974,263,264,2020,9,2020
compound_90p_2d,compound_90p_2d_0184,2020-09-29,2020-09-30,2,33.860424,33.7904245,1.1659989000000053,0.6469981000000047,273,274,2020,9,2020
compound_90p_2d,compound_90p_2d_0185,2020-10-08,2020-10-17,10,35.060425,34.204425,13.535004599999986,2.3400000000000034,282,291,2020,10,2020
compound_90p_2d,compound_90p_2d_0186,2020-10-19,2020-10-20,2,33.090424,32.985423999999995,0.8259978999999973,0.5369980999999981,293,294,2020,10,2020
compound_90p_2d,compound_90p_2d_0187,2020-10-26,2020-10-30,5,34.600426,33.1244256,6.1780028999999885,2.820001999999999,300,304,2020,10,2020
compound_90p_2d,compound_90p_2d_0188,2021-01-07,2021-01-11,5,29.060425,27.9544246,7.635998099999998,2.7379999999999995,7,11,2021,1,2020
compound_90p_2d,compound_90p_2d_0189,2021-02-26,2021-02-28,3,33.550426,32.94709133333333,2.625999,1.4580014000000006,57,59,2021,2,2020
compound_90p_2d,compound_90p_2d_0190,2021-05-22,2021-05-23,2,36.590424,36.350424000000004,2.983998299999996,1.7250000999999955,142,143,2021,5,2020
compound_90p_2d,compound_90p_2d_0191,2021-07-11,2021-07-12,2,34.370426,34.370426,3.0400000000000063,1.5200000000000031,192,193,2021,7,2020
compound_90p_2d,compound_90p_2d_0192,2021-07-17,2021-07-18,2,33.190426,33.0904255,0.4169982000000019,0.3200000000000003,198,199,2021,7,2020
compound_90p_2d,compound_90p_2d_0193,2021-07-21,2021-07-22,2,35.050426,34.085426,2.2880011999999965,2.1290010999999964,202,203,2021,7,2020
compound_90p_2d,compound_90p_2d_0194,2021-09-03,2021-09-06,4,34.750423,34.070425,4.171999899999989,1.728999199999997,246,249,2021,9,2020
compound_90p_2d,compound_90p_2d_0195,2021-09-09,2021-09-12,4,35.350426,34.49542425,5.626996199999994,2.2590018,252,255,2021,9,2020
compound_90p_2d,compound_90p_2d_0196,2021-09-23,2021-09-25,3,35.550426,34.747092,4.446004899999998,2.280002000000003,266,268,2021,9,2020
compound_90p_2d,compound_90p_2d_0197,2021-09-30,2021-10-02,3,33.680424,33.50375866666667,1.0050018000000023,0.5279990000000012,273,275,2021,9,2020
compound_90p_2d,compound_90p_2d_0198,2021-10-06,2021-10-12,7,35.280426,34.12471042857143,8.302002899999984,2.380001,279,285,2021,10,2020
compound_90p_2d,compound_90p_2d_0199,2021-10-14,2021-10-17,4,36.270424,34.92542525,8.598000999999996,3.478999799999997,287,290,2021,10,2020
compound_90p_2d,compound_90p_2d_0200,2022-07-07,2022-07-18,12,34.640427,33.93375808333333,13.253994800000001,1.7900010000000037,188,199,2022,7,2020
compound_90p_2d,compound_90p_2d_0201,2022-07-29,2022-07-30,2,33.550426,33.545425,1.243002599999997,0.6280008999999964,210,211,2022,7,2020
compound_90p_2d,compound_90p_2d_0202,2022-08-16,2022-08-17,2,34.750423,34.3954235,2.909994999999995,1.8099969999999956,228,229,2022,8,2020
compound_90p_2d,compound_90p_2d_0203,2022-08-21,2022-08-22,2,34.630424,34.3054255,2.6640014000000036,1.6569992000000013,233,234,2022,8,2020
compound_90p_2d,compound_90p_2d_0204,2022-08-29,2022-09-01,4,34.210426,33.93792499999999,3.5460008999999886,1.150000999999996,241,244,2022,8,2020
compound_90p_2d,compound_90p_2d_0205,2022-09-07,2022-09-09,3,35.220425,34.98709133333333,5.7760001999999915,2.159000199999994,250,252,2022,9,2020
compound_90p_2d,compound_90p_2d_0206,2022-10-08,2022-10-10,3,33.500423,33.38709133333334,1.3129999999999953,0.5959979000000004,281,283,2022,10,2020
compound_90p_2d,compound_90p_2d_0207,2023-01-26,2023-01-27,2,28.470425,28.2954245,1.0860008999999948,0.760000999999999,26,27,2023,1,2020
compound_90p_2d,compound_90p_2d_0208,2023-04-16,2023-04-20,5,39.300426,38.120424400000005,9.150993999999997,3.118001999999997,106,110,2023,4,2020
compound_90p_2d,compound_90p_2d_0209,2023-05-08,2023-05-10,3,40.200424,39.820424333333335,14.349000899999993,5.157000099999998,128,130,2023,5,2020
compound_90p_2d,compound_90p_2d_0210,2023-05-31,2023-06-07,8,37.900425,36.655424499999995,14.962999799999999,3.229999999999997,151,158,2023,5,2020
compound_90p_2d,compound_90p_2d_0211,2023-07-08,2023-07-10,3,33.360424,33.11709233333334,0.967000800000001,0.5799980000000033,189,191,2023,7,2020
compound_90p_2d,compound_90p_2d_0212,2023-07-18,2023-07-26,9,34.720425,34.18598033333333,11.499989899999989,1.869999,199,207,2023,7,2020
compound_90p_2d,compound_90p_2d_0213,2023-07-28,2023-08-01,5,35.930424,34.826424599999996,9.405998599999997,2.994999700000001,209,213,2023,7,2020
compound_90p_2d,compound_90p_2d_0214,2023-08-17,2023-08-21,5,35.190426,34.1284248,5.8729966000000005,2.25,229,233,2023,8,2020
compound_90p_2d,compound_90p_2d_0215,2023-08-29,2023-09-01,4,35.290424,34.457925,5.626000899999994,2.2299989999999994,241,244,2023,8,2020
compound_90p_2d,compound_90p_2d_0216,2023-09-03,2023-09-06,4,35.910423,35.137924,8.441995899999988,2.8989971999999966,246,249,2023,9,2020
compound_90p_2d,compound_90p_2d_0217,2023-09-09,2023-09-11,3,34.680424,34.06375766666667,3.026998199999994,1.6689981999999972,252,254,2023,9,2020
compound_90p_2d,compound_90p_2d_0218,2023-09-15,2023-09-17,3,36.060425,34.90375766666667,4.926000899999991,2.7690008000000006,258,260,2023,9,2020
compound_90p_2d,compound_90p_2d_0219,2023-09-25,2023-09-29,5,35.400425,34.16442500000001,4.663002700000007,2.1990008000000003,268,272,2023,9,2020
compound_90p_2d,compound_90p_2d_0220,2023-10-09,2023-10-12,4,33.680424,33.30792425,1.6459996000000032,0.7799990000000037,282,285,2023,10,2020
compound_90p_2d,compound_90p_2d_0221,2023-11-27,2023-11-28,2,30.670425,30.6404245,3.275998099999999,1.689,331,332,2023,11,2020
compound_90p_2d,compound_90p_2d_0222,2023-12-01,2023-12-04,4,30.280424,29.57542525,4.093002899999995,1.5779998999999982,335,338,2023,12,2020
compound_90p_2d,compound_90p_2d_0223,2023-12-27,2023-12-30,4,27.770426,27.220425,3.179999999999996,1.3870018999999978,361,364,2023,12,2020
compound_90p_2d,compound_90p_2d_0224,2024-04-19,2024-05-02,14,38.750423,37.60399642857143,19.5719944,2.9070001000000047,110,123,2024,4,2020
compound_90p_2d,compound_90p_2d_0225,2024-05-14,2024-05-17,4,36.750423,36.10542375,4.902991499999985,1.8579963999999975,135,138,2024,5,2020
compound_90p_2d,compound_90p_2d_0226,2024-05-23,2024-05-25,3,37.490425,37.053759,6.340001199999989,2.5449990999999983,144,146,2024,5,2020
compound_90p_2d,compound_90p_2d_0227,2024-06-01,2024-06-02,2,36.280426,35.700426,1.6340028999999987,1.427000200000002,153,154,2024,6,2020
compound_90p_2d,compound_90p_2d_0228,2024-06-23,2024-06-27,5,34.630424,34.090424199999994,5.568997299999992,1.6479974000000013,175,179,2024,6,2020
compound_90p_2d,compound_90p_2d_0229,2024-07-14,2024-07-21,8,35.650425,34.0991745,9.573995199999985,2.756998199999998,196,203,2024,7,2020
compound_90p_2d,compound_90p_2d_0230,2024-07-25,2024-07-30,6,35.040424,34.05042433333333,6.964993799999988,2.167997899999996,207,212,2024,7,2020
compound_90p_2d,compound_90p_2d_0231,2024-08-13,2024-08-15,3,35.040424,34.287091333333336,3.9979960000000005,2.0799980000000033,226,228,2024,8,2020
compound_90p_2d,compound_90p_2d_0232,2024-08-29,2024-08-31,3,34.870426,34.377093,3.9860048999999975,1.8100009999999997,242,244,2024,8,2020
compound_90p_2d,compound_90p_2d_0233,2024-09-06,2024-09-12,7,35.160423,34.326139142857144,8.780999999999985,2.1089970999999963,250,256,2024,9,2020
compound_90p_2d,compound_90p_2d_0234,2024-09-17,2024-09-20,4,37.650425,35.700425249999995,9.581000999999986,4.307000799999997,261,264,2024,9,2020
compound_90p_2d,compound_90p_2d_0235,2024-09-22,2024-09-24,3,35.950424,34.960424999999994,5.058001899999994,2.6499979999999965,266,268,2024,9,2020
compound_90p_2d,compound_90p_2d_0236,2024-09-29,2024-09-30,2,33.730427,33.5104255,0.6060009000000051,0.5290028000000007,273,274,2024,9,2020
compound_90p_2d,compound_90p_2d_0237,2024-10-27,2024-11-01,6,33.150425,32.76875883333333,5.808003899999996,1.2999989999999997,301,306,2024,10,2020
