definition,event_id,start_date,end_date,duration,peak_tmax,mean_tmax,cumulative_excess,maximum_excess,onset_day_of_year,cessation_day_of_year,start_year,start_month,decade
relative_90p_3d,relative_90p_3d_0265,2022-08-29,2022-09-01,4,34.210426,33.93792499999999,3.5460008999999886,1.150000999999996,241,244,2022,8,2020
relative_90p_3d,relative_90p_3d_0266,2022-09-07,2022-09-09,3,35.220425,34.98709133333333,5.7760001999999915,2.159000199999994,250,252,2022,9,2020
relative_90p_3d,relative_90p_3d_0267,2022-09-28,2022-10-01,4,34.150425,33.9529245,3.0429987000000054,0.9490008000000003,271,274,2022,9,2020
relative_90p_3d,relative_90p_3d_0268,2022-10-07,2022-10-10,4,34.020424,33.545424499999996,2.3310008999999923,1.018000899999997,280,283,2022,10,2020
relative_90p_3d,relative_90p_3d_0269,2022-10-15,2022-10-17,3,33.120426,33.037091333333336,0.8179990000000004,0.40000100000000316,288,290,2022,10,2020
relative_90p_3d,relative_90p_3d_0270,2022-10-19,2022-10-22,4,34.270424,33.5729245,4.222998999999994,1.8580008999999933,292,295,2022,10,2020
relative_90p_3d,relative_90p_3d_0271,2022-10-31,2022-11-02,3,33.110424,32.733757,3.159997999999998,1.389999000000003,304,306,2022,10,2020
relative_90p_3d,relative_90p_3d_0272,2022-11-05,2022-11-07,3,31.920425,31.580424333333337,0.7389990000000033,0.5990000000000002,309,311,2022,11,2020
relative_90p_3d,relative_90p_3d_0273,2022-11-25,2022-12-03,9,30.500425,29.835980777777777,8.741003999999993,1.7389989999999997,329,337,2022,11,2020
relative_90p_3d,relative_90p_3d_0274,2023-01-24,2023-01-27,4,28.470425,28.14542475,2.0699999999999896,0.760000999999999,24,27,2023,1,2020
relative_90p_3d,relative_90p_3d_0275,2023-04-08,2023-04-20,13,39.550426,37.95504007692308,24.119994099999985,3.5390001999999967,98,110,2023,4,2020
relative_90p_3d,relative_90p_3d_0276,2023-05-06,2023-05-13,8,40.200424,37.89917475,22.968001599999994,5.157000099999998,126,133,2023,5,2020
relative_90p_3d,relative_90p_3d_0277,2023-05-29,2023-06-07,10,37.900425,36.5514247,17.141003400000002,3.229999999999997,149,158,2023,5,2020
relative_90p_3d,relative_90p_3d_0278,2023-07-08,2023-07-10,3,33.360424,33.11709233333334,0.967000800000001,0.5799980000000033,189,191,2023,7,2020
relative_90p_3d,relative_90p_3d_0279,2023-07-18,2023-07-26,9,34.720425,34.18598033333333,11.499989899999989,1.869999,199,207,2023,7,2020
relative_90p_3d,relative_90p_3d_0280,2023-07-28,2023-08-01,5,35.930424,34.826424599999996,9.405998599999997,2.994999700000001,209,213,2023,7,2020
relative_90p_3d,relative_90p_3d_0281,2023-08-17,2023-08-21,5,35.190426,34.1284248,5.8729966000000005,2.25,229,233,2023,8,2020
relative_90p_3d,relative_90p_3d_0282,2023-08-29,2023-09-06,9,35.910423,34.85153577777778,16.296996899999975,2.8989971999999966,241,249,2023,8,2020
relative_90p_3d,relative_90p_3d_0283,2023-09-09,2023-09-11,3,34.680424,34.06375766666667,3.026998199999994,1.6689981999999972,252,254,2023,9,2020
relative_90p_3d,relative_90p_3d_0284,2023-09-15,2023-09-17,3,36.060425,34.90375766666667,4.926000899999991,2.7690008000000006,258,260,2023,9,2020
relative_90p_3d,relative_90p_3d_0285,2023-09-25,2023-09-29,5,35.400425,34.16442500000001,4.663002700000007,2.1990008000000003,268,272,2023,9,2020
relative_90p_3d,relative_90p_3d_0286,2023-10-09,2023-10-15,7,33.840424,33.30042428571428,3.0870001999999914,1.0120007999999956,282,288,2023,10,2020
relative_90p_3d,relative_90p_3d_0287,2023-10-30,2023-11-06,8,34.110424,32.5004245,7.544000800000006,2.41,303,310,2023,10,2020
relative_90p_3d,relative_90p_3d_0288,2023-11-12,2023-11-15,4,31.940426,31.5429255,3.503001899999994,1.3590009999999957,316,319,2023,11,2020
relative_90p_3d,relative_90p_3d_0289,2023-11-26,2023-11-28,3,30.670425,30.403758333333332,4.0860001,1.689,330,332,2023,11,2020
relative_90p_3d,relative_90p_3d_0290,2023-11-30,2023-12-04,5,30.280424,29.6044252,5.052001899999993,1.5779998999999982,334,338,2023,11,2020
relative_90p_3d,relative_90p_3d_0291,2023-12-27,2023-12-30,4,27.770426,27.220425,3.179999999999996,1.3870018999999978,361,364,2023,12,2020
relative_90p_3d,relative_90p_3d_0292,2024-04-19,2024-05-05,17,38.750423,37.43571911764706,23.364990300000002,2.9070001000000047,110,126,2024,4,2020
relative_90p_3d,relative_90p_3d_0293,2024-05-14,2024-05-17,4,36.750423,36.10542375,4.902991499999985,1.8579963999999975,135,138,2024,5,2020
relative_90p_3d,relative_90p_3d_0294,2024-05-23,2024-05-25,3,37.490425,37.053759,6.340001199999989,2.5449990999999983,144,146,2024,5,2020
relative_90p_3d,relative_90p_3d_0295,2024-06-23,2024-06-27,5,34.630424,34.090424199999994,5.568997299999992,1.6479974000000013,175,179,2024,6,2020
relative_90p_3d,relative_90p_3d_0296,2024-07-13,2024-07-21,9,35.650425,34.062646666666666,10.483995199999981,2.756998199999998,195,203,2024,7,2020
relative_90p_3d,relative_90p_3d_0297,2024-07-25,2024-07-30,6,35.040424,34.05042433333333,6.964993799999988,2.167997899999996,207,212,2024,7,2020
relative_90p_3d,relative_90p_3d_0298,2024-08-13,2024-08-15,3,35.040424,34.287091333333336,3.9979960000000005,2.0799980000000033,226,228,2024,8,2020
relative_90p_3d,relative_90p_3d_0299,2024-08-29,2024-08-31,3,34.870426,34.377093,3.9860048999999975,1.8100009999999997,242,244,2024,8,2020
relative_90p_3d,relative_90p_3d_0300,2024-09-06,2024-09-12,7,35.160423,34.326139142857144,8.780999999999985,2.1089970999999963,250,256,2024,9,2020
relative_90p_3d,relative_90p_3d_0301,2024-09-17,2024-09-20,4,37.650425,35.700425249999995,9.581000999999986,4.307000799999997,261,264,2024,9,2020
relative_90p_3d,relative_90p_3d_0302,2024-09-22,2024-09-24,3,35.950424,34.960424999999994,5.058001899999994,2.6499979999999965,266,268,2024,9,2020
relative_90p_3d,relative_90p_3d_0303,2024-10-27,2024-11-05,10,33.150425,32.44542510000001,7.7130046999999955,1.2999989999999997,301,310,2024,10,2020
relative_90p_3d,relative_90p_3d_0304,2024-11-09,2024-11-15,7,31.840425,31.284710999999998,2.9420038999999996,0.7789999999999999,314,320,2024,11,2020
relative_95p_3d,relative_95p_3d_0001,1972-05-10,1972-05-19,10,37.200424,36.71242529999999,13.69450835000002,1.9524995499999989,131,140,1972,5,1970
relative_95p_3d,relative_95p_3d_0002,1972-06-08,1972-06-12,5,36.120426,35.290425000000006,3.304003100000024,1.6500010000000032,160,164,1972,6,1970
relative_95p_3d,relative_95p_3d_0003,1972-07-11,1972-07-13,3,35.310425,34.52375800000001,4.03049845000001,2.094499550000002,193,195,1972,7,1970
relative_95p_3d,relative_95p_3d_0004,1972-11-28,1972-12-05,8,31.260426,29.92542475,7.906498650000014,2.4845010999999992,333,340,1972,11,1970
relative_95p_3d,relative_95p_3d_0005,1972-12-30,1973-01-02,4,29.350426,28.127925,5.777998,2.7045010000000005,365,2,1972,12,1970
relative_95p_3d,relative_95p_3d_0006,1973-01-08,1973-01-10,3,28.180426,28.133758666666665,3.752503449999999,1.3045019999999994,8,10,1973,1,1970
relative_95p_3d,relative_95p_3d_0007,1973-03-31,1973-04-05,6,38.500423,37.200425333333335,4.893005850000016,2.13949865,90,95,1973,3,1970
relative_95p_3d,relative_95p_3d_0008,1973-04-07,1973-04-12,6,37.510426,37.057092000000004,3.03349810000001,0.9325000000000045,97,102,1973,4,1970
relative_95p_3d,relative_95p_3d_0009,1975-04-07,1975-04-10,4,37.890427,37.382925,3.241996550000003,1.3345015499999988,97,100,1975,4,1970
relative_95p_3d,relative_95p_3d_0010,1975-04-28,1975-05-03,6,38.290424,37.7070915,7.117499350000003,1.5445001000000005,118,123,1975,4,1970
relative_95p_3d,relative_95p_3d_0011,1975-05-06,1975-05-11,6,39.250423,38.17542516666666,15.462000000000018,3.544497900000003,126,131,1975,5,1970
relative_95p_3d,relative_95p_3d_0012,1976-02-18,1976-02-20,3,32.680424,32.00375833333333,1.232998900000009,0.9104990000000086,49,51,1976,2,1970
relative_95p_3d,relative_95p_3d_0013,1976-04-08,1976-04-10,3,37.650425,37.057092,1.437498000000005,1.0724990000000005,99,101,1976,4,1970
relative_95p_3d,relative_95p_3d_0014,1976-04-16,1976-04-18,3,38.160423,37.600424333333336,2.1234995500000053,1.2544991000000039,107,109,1976,4,1970
relative_95p_3d,relative_95p_3d_0015,1978-11-24,1978-11-26,3,30.110424,29.927091666666666,0.9545010000000005,0.4944999999999986,328,330,1978,11,1970
relative_95p_3d,relative_95p_3d_0016,1979-03-25,1979-03-27,3,37.820423,37.01042433333333,2.4404984499999998,1.6334985499999988,84,86,1979,3,1970
relative_95p_3d,relative_95p_3d_0017,1979-03-30,1979-04-05,7,39.240425,38.01471057142857,11.432503500000017,2.8300020000000004,89,95,1979,3,1970
relative_95p_3d,relative_95p_3d_0018,1979-05-18,1979-05-20,3,39.250423,38.423758,9.411001000000006,3.9799989999999994,138,140,1979,5,1970
relative_95p_3d,relative_95p_3d_0019,1979-05-22,1979-06-06,16,40.180424,38.2298000625,45.46300160000003,4.7444989000000035,142,157,1979,5,1970
relative_95p_3d,relative_95p_3d_0020,1979-11-23,1979-11-27,5,31.270426,30.632425,4.968001100000002,1.6545020000000008,327,331,1979,11,1970
relative_95p_3d,relative_95p_3d_0021,1980-04-07,1980-04-11,5,38.340424,37.8224242,6.295492650000007,1.7624980000000008,98,102,1980,4,1980
relative_95p_3d,relative_95p_3d_0022,1981-09-23,1981-09-25,3,34.830425,34.170425333333334,1.4460025499999958,1.1545005499999945,266,268,1981,9,1980
relative_95p_3d,relative_95p_3d_0023,1982-01-24,1982-01-27,4,29.340425,28.530425,1.4904991000000116,1.1679994500000035,24,27,1982,1,1980
relative_95p_3d,relative_95p_3d_0024,1983-07-12,1983-07-14,3,33.940426,33.600424333333336,1.2279975500000049,0.7245005500000019,193,195,1983,7,1980
relative_95p_3d,relative_95p_3d_0025,1985-11-15,1985-11-17,3,32.080425,31.453759,1.8715034500000023,1.272500449999999,319,321,1985,11,1980
relative_95p_3d,relative_95p_3d_0026,1985-12-23,1985-12-25,3,28.050425,27.810425,1.519000100000003,0.6700000000000017,357,359,1985,12,1980
relative_95p_3d,relative_95p_3d_0027,1986-08-09,1986-08-11,3,34.790424,34.207091,2.485997900000001,1.437998450000002,221,223,1986,8,1980
relative_95p_3d,relative_95p_3d_0028,1987-04-03,1987-04-07,5,37.990425,37.2924248,4.141002450000009,1.5470009000000076,93,97,1987,4,1980
relative_95p_3d,relative_95p_3d_0029,1987-05-25,1987-05-31,7,36.060425,35.83042485714286,2.3880008500000116,0.5305002000000059,145,151,1987,5,1980
relative_95p_3d,relative_95p_3d_0030,1987-12-20,1987-12-22,3,28.020426,27.757091666666668,0.4525010000000016,0.39450199999999924,354,356,1987,12,1980
relative_95p_3d,relative_95p_3d_0031,1989-04-14,1989-04-16,3,37.310425,37.187092,1.4975013500000074,0.639500450000007,104,106,1989,4,1980
relative_95p_3d,relative_95p_3d_0032,1990-01-28,1990-01-30,3,29.770426,28.883758666666665,1.720502100000001,1.4745014499999982,28,30,1990,1,1990
relative_95p_3d,relative_95p_3d_0033,1991-03-18,1991-03-20,3,36.610424,36.443758333333335,1.9624997500000063,0.8779996500000067,77,79,1991,3,1990
relative_95p_3d,relative_95p_3d_0034,1992-04-10,1992-04-14,5,37.970425,37.2404244,3.4674949000000055,1.378999450000002,101,105,1992,4,1990
relative_95p_3d,relative_95p_3d_0035,1992-10-29,1992-10-31,3,32.650425,32.53709166666666,1.1825005500000074,0.5445001000000005,303,305,1992,10,1990
relative_95p_3d,relative_95p_3d_0036,1995-03-20,1995-03-25,6,37.880424,37.080425166666664,6.406998350000009,1.7759979000000001,79,84,1995,3,1990
relative_95p_3d,relative_95p_3d_0037,1995-05-02,1995-05-04,3,37.260426,36.840425,1.786999900000005,1.0435003500000022,122,124,1995,5,1990
relative_95p_3d,relative_95p_3d_0038,1996-09-13,1996-09-15,3,35.170425,34.740425,3.052498100000001,1.4689990000000037,257,259,1996,9,1990
relative_95p_3d,relative_95p_3d_0039,1998-10-06,1998-10-12,7,34.360424,33.97613857142857,3.6249875500000215,0.8999980000000036,279,285,1998,10,1990
relative_95p_3d,relative_95p_3d_0040,1998-11-16,1998-11-21,6,32.230427,31.53042566666667,5.874006000000001,1.6600019999999986,320,325,1998,11,1990
relative_95p_3d,relative_95p_3d_0041,1999-01-03,1999-01-05,3,27.010426,26.863758999999998,0.6525003500000004,0.42350045000000236,3,5,1999,1,1990
relative_95p_3d,relative_95p_3d_0042,1999-02-11,1999-02-13,3,31.370424,31.123758,1.7754980000000096,0.8589984500000014,42,44,1999,2,1990
relative_95p_3d,relative_95p_3d_0043,1999-03-09,1999-03-11,3,35.420425,35.35709266666667,2.2385014500000153,0.8715005500000075,68,70,1999,3,1990
relative_95p_3d,relative_95p_3d_0044,2000-07-03,2000-07-05,3,34.090424,33.85375866666667,2.60800325000001,1.1744999000000007,185,187,2000,7,2000
relative_95p_3d,relative_95p_3d_0045,2003-08-05,2003-08-07,3,34.160423,33.95375833333333,1.6050014500000316,0.8189974500000048,217,219,2003,8,2000
relative_95p_3d,relative_95p_3d_0046,2004-12-10,2004-12-13,4,28.780424,28.562924749999997,1.195499800000011,0.6379994500000024,345,348,2004,12,2000
relative_95p_3d,relative_95p_3d_0047,2006-02-24,2006-02-28,5,35.250423,33.8144248,5.207998400000001,2.325997799999996,55,59,2006,2,2000
relative_95p_3d,relative_95p_3d_0048,2006-05-22,2006-05-24,3,36.220425,35.763758333333335,1.031999000000006,0.8785004500000042,142,144,2006,5,2000
relative_95p_3d,relative_95p_3d_0049,2006-12-20,2006-12-22,3,28.530424,28.280424,2.022497999999999,0.9044999999999987,354,356,2006,12,2000
relative_95p_3d,relative_95p_3d_0050,2008-01-07,2008-01-12,6,28.180426,27.408758500000005,3.0195039000000037,1.2645009999999992,7,12,2008,1,2000
relative_95p_3d,relative_95p_3d_0051,2008-05-01,2008-05-03,3,37.740425,37.17709233333333,2.437000900000008,1.2544991000000039,122,124,2008,5,2000
relative_95p_3d,relative_95p_3d_0052,2008-10-16,2008-10-19,4,33.640427,33.43542575000001,1.1965013000000084,0.3805010000000095,290,293,2008,10,2000
relative_95p_3d,relative_95p_3d_0053,2008-10-21,2008-10-23,3,33.410423,33.07042433333333,0.6984981000000019,0.44449755000000124,295,297,2008,10,2000
relative_95p_3d,relative_95p_3d_0054,2008-12-11,2008-12-13,3,28.890425,28.61042466666667,1.1664993500000094,0.6749994500000049,346,348,2008,12,2000
relative_95p_3d,relative_95p_3d_0055,2009-01-08,2009-01-10,3,27.540424,27.203758000000004,0.9625014500000013,0.6434994500000037,8,10,2009,1,2000
relative_95p_3d,relative_95p_3d_0056,2009-05-08,2009-05-10,3,37.430424,37.34709166666667,5.368500650000016,1.9335015500000026,128,130,2009,5,2000
relative_95p_3d,relative_95p_3d_0057,2009-06-16,2009-06-19,4,36.380424,35.16542425,4.428499450000011,2.4044979000000026,167,170,2009,6,2000
relative_95p_3d,relative_95p_3d_0058,2009-06-21,2009-06-23,3,34.580425,34.23042433333334,1.684999100000013,0.7600020000000001,172,174,2009,6,2000
relative_95p_3d,relative_95p_3d_0059,2009-07-17,2009-07-20,4,34.380424,33.71042525,1.5350023499999992,1.0034983499999939,198,201,2009,7,2000
relative_95p_3d,relative_95p_3d_0060,2009-11-13,2009-11-16,4,32.660423,31.985425,3.471000900000007,1.4725014499999993,317,320,2009,11,2000
relative_95p_3d,relative_95p_3d_0061,2010-03-21,2010-03-24,4,36.510426,36.280425,1.108996700000013,0.40599990000000474,80,83,2010,3,2010
relative_95p_3d,relative_95p_3d_0062,2010-04-20,2010-04-24,5,38.490425,37.65242440000001,3.6489984500000148,1.630500000000005,110,114,2010,4,2010
relative_95p_3d,relative_95p_3d_0063,2010-08-08,2010-08-10,3,34.700424,34.03042466666667,1.9784988999999982,1.3479984499999986,220,222,2010,8,2010
relative_95p_3d,relative_95p_3d_0064,2010-10-03,2010-10-05,3,35.310425,35.03709166666667,4.524999100000009,1.8244991000000041,276,278,2010,10,2010
relative_95p_3d,relative_95p_3d_0065,2010-10-19,2010-10-21,3,33.350426,33.18042633333334,0.5090026499999993,0.29999999999999716,292,294,2010,10,2010
relative_95p_3d,relative_95p_3d_0066,2011-10-10,2011-10-12,3,34.010426,33.847092,1.1859981000000133,0.5500000000000043,283,285,2011,10,2010
relative_95p_3d,relative_95p_3d_0067,2011-11-22,2011-11-25,4,30.760426,30.442925250000002,2.31750155000001,0.8400009999999973,326,329,2011,11,2010
relative_95p_3d,relative_95p_3d_0068,2011-12-07,2011-12-09,3,28.580425,28.55375766666667,0.3234970000000068,0.12899900000000386,341,343,2011,12,2010
relative_95p_3d,relative_95p_3d_0069,2011-12-27,2012-01-01,6,28.530424,27.98375833333333,6.841497900000004,1.6944990000000004,361,1,2011,12,2010
relative_95p_3d,relative_95p_3d_0070,2012-05-23,2012-05-25,3,36.060425,35.79375866666667,0.9339997500000123,0.628999450000002,144,146,2012,5,2010
relative_95p_3d,relative_95p_3d_0071,2013-06-16,2013-06-23,8,35.390427,34.56917475,5.422502000000037,1.243503550000007,167,174,2013,6,2010
relative_95p_3d,relative_95p_3d_0072,2013-08-24,2013-08-26,3,34.660423,34.21042500000001,2.398003650000007,1.2389994500000014,236,238,2013,8,2010
relative_95p_3d,relative_95p_3d_0073,2014-04-22,2014-04-24,3,38.460426,38.19375866666667,3.955502100000011,1.6005010000000013,112,114,2014,4,2010
relative_95p_3d,relative_95p_3d_0074,2014-05-13,2014-05-16,4,36.440426,36.29042525,3.7515028000000115,1.1700020000000038,133,136,2014,5,2010
relative_95p_3d,relative_95p_3d_0075,2014-05-18,2014-05-23,6,36.680424,36.13875766666666,4.928498900000022,1.248998450000002,138,143,2014,5,2010
relative_95p_3d,relative_95p_3d_0076,2014-06-12,2014-06-14,3,35.820423,35.427091,2.977997649999999,1.3499979999999994,163,165,2014,6,2010
relative_95p_3d,relative_95p_3d_0077,2014-10-08,2014-10-10,3,34.570423,34.013757,1.6489924500000015,1.109997,281,283,2014,10,2010
relative_95p_3d,relative_95p_3d_0078,2014-11-06,2014-11-08,3,33.140427,32.54375833333333,2.686502100000009,1.4760030000000057,310,312,2014,11,2010
relative_95p_3d,relative_95p_3d_0079,2015-09-08,2015-09-10,3,34.600426,33.970425999999996,1.4035048000000074,0.995501350000005,251,253,2015,9,2010
relative_95p_3d,relative_95p_3d_0080,2015-09-29,2015-10-04,6,34.980427,34.42209183333333,5.063003549999991,1.370002999999997,272,277,2015,9,2010
relative_95p_3d,relative_95p_3d_0081,2015-11-20,2015-11-23,4,31.240425,30.54042475,1.276499550000004,0.9089999999999989,324,327,2015,11,2010
relative_95p_3d,relative_95p_3d_0082,2016-02-18,2016-02-21,4,34.000423,32.807925,4.583500000000008,2.1304991000000015,49,52,2016,2,2010
relative_95p_3d,relative_95p_3d_0083,2016-06-25,2016-06-30,6,34.680424,33.90875833333334,3.6449999500000203,1.304499100000001,177,182,2016,6,2010
relative_95p_3d,relative_95p_3d_0084,2016-08-13,2016-08-16,4,34.460426,33.99542425,2.203998350000006,1.0245008999999996,226,229,2016,8,2010
relative_95p_3d,relative_95p_3d_0085,2016-10-02,2016-10-04,3,34.270424,33.970424666666666,1.2504989999999978,0.6989990000000006,276,278,2016,10,2010
relative_95p_3d,relative_95p_3d_0086,2016-10-16,2016-10-20,5,34.290424,33.9844252,4.360999400000004,1.2299999999999969,290,294,2016,10,2010
relative_95p_3d,relative_95p_3d_0087,2016-10-31,2016-11-03,4,33.440426,33.127925,4.388001200000005,1.3745021000000008,305,308,2016,10,2010
relative_95p_3d,relative_95p_3d_0088,2016-12-01,2016-12-08,8,29.550425,29.3104245,5.135995100000002,1.0045000000000002,336,343,2016,12,2010
relative_95p_3d,relative_95p_3d_0089,2016-12-23,2016-12-26,4,27.660425,27.5454255,1.083501100000003,0.39900109999999955,358,361,2016,12,2010
relative_95p_3d,relative_95p_3d_0090,2017-07-15,2017-07-18,4,34.480427,33.962925999999996,2.822503000000019,1.204501900000004,196,199,2017,7,2010
relative_95p_3d,relative_95p_3d_0091,2017-09-22,2017-09-24,3,34.630424,34.530424333333336,2.384998549999999,0.9169994499999987,265,267,2017,9,2010
relative_95p_3d,relative_95p_3d_0092,2017-10-04,2017-10-06,3,34.630424,34.553757999999995,3.174996550000003,1.158997450000001,277,279,2017,10,2010
relative_95p_3d,relative_95p_3d_0093,2017-11-04,2017-11-08,5,32.610424,32.1484256,2.1500051000000013,0.7934990000000006,308,312,2017,11,2010
relative_95p_3d,relative_95p_3d_0094,2018-08-15,2018-08-18,4,35.850426,34.6629255,5.042503549999999,2.4745010999999977,227,230,2018,8,2010
relative_95p_3d,relative_95p_3d_0095,2018-09-16,2018-09-20,5,35.770424,35.2044252,6.980500000000006,1.9735009000000048,259,263,2018,9,2010
relative_95p_3d,relative_95p_3d_0096,2018-09-28,2018-10-08,11,35.740425,34.36315290909091,9.031005,2.152500549999999,271,281,2018,9,2010
relative_95p_3d,relative_95p_3d_0097,2019-01-23,2019-01-26,4,29.310425,28.5554245,2.038498100000009,1.1379994500000024,23,26,2019,1,2010
relative_95p_3d,relative_95p_3d_0098,2019-05-10,2019-05-12,3,36.110424,35.827091,1.2279994500000058,0.6944999000000038,130,132,2019,5,2010
relative_95p_3d,relative_95p_3d_0099,2019-06-11,2019-06-13,3,35.760426,35.35375866666667,2.6670026500000077,1.2900010000000037,162,164,2019,6,2010
relative_95p_3d,relative_95p_3d_0100,2019-06-18,2019-06-20,3,36.020424,34.650425,2.1924998000000073,2.128999450000002,169,171,2019,6,2010
relative_95p_3d,relative_95p_3d_0101,2019-06-23,2019-06-26,4,35.480427,35.135425749999996,6.782000000000004,1.999501450000004,174,177,2019,6,2010
relative_95p_3d,relative_95p_3d_0102,2019-06-29,2019-07-01,3,34.760426,33.92375833333333,2.2715020000000123,1.6135025500000069,180,182,2019,6,2010
relative_95p_3d,relative_95p_3d_0103,2019-07-16,2019-07-21,6,35.850426,34.59875866666666,7.647501900000016,2.574500900000004,197,202,2019,7,2010
relative_95p_3d,relative_95p_3d_0104,2019-08-04,2019-08-06,3,35.960426,35.03709166666666,4.8550014500000245,2.6190004500000015,216,218,2019,8,2010
relative_95p_3d,relative_95p_3d_0105,2019-08-20,2019-08-22,3,34.940426,34.213759333333336,2.4980036500000082,1.564501100000001,232,234,2019,8,2010
relative_95p_3d,relative_95p_3d_0106,2019-08-25,2019-08-27,3,34.570423,34.140423999999996,2.2025000000000006,1.1789984500000017,237,239,2019,8,2010
relative_95p_3d,relative_95p_3d_0107,2019-09-01,2019-09-03,3,36.610424,35.21375766666667,5.628999,3.25,244,246,2019,9,2010
relative_95p_3d,relative_95p_3d_0108,2019-09-18,2019-09-20,3,35.360424,34.74375766666667,2.8169974500000023,1.5544985499999981,261,263,2019,9,2010
relative_95p_3d,relative_95p_3d_0109,2019-10-18,2019-10-20,3,33.880424,33.63375833333333,1.7514991999999978,0.8299979999999962,291,293,2019,10,2010
relative_95p_3d,relative_95p_3d_0110,2019-11-27,2019-11-30,4,29.950424,29.6379245,1.5229981000000095,0.7345019999999991,331,334,2019,11,2010
relative_95p_3d,relative_95p_3d_0111,2020-07-01,2020-07-03,3,34.440426,33.933759,2.6670039000000045,1.3590024500000055,183,185,2020,7,2020
relative_95p_3d,relative_95p_3d_0112,2020-08-01,2020-08-03,3,35.800426,34.657091666666666,3.813000100000025,2.376000900000008,214,216,2020,8,2020
relative_95p_3d,relative_95p_3d_0113,2020-09-03,2020-09-06,4,34.750423,34.4129245,4.336999100000007,1.4534975500000016,247,250,2020,9,2020
relative_95p_3d,relative_95p_3d_0114,2020-10-08,2020-10-11,4,34.760426,34.0679255,2.418997450000006,1.3000000000000043,282,285,2020,10,2020
relative_95p_3d,relative_95p_3d_0115,2020-10-13,2020-10-17,5,35.060425,34.4964248,5.996497650000009,1.9090002000000013,287,291,2020,10,2020
relative_95p_3d,relative_95p_3d_0116,2020-10-28,2020-10-30,3,34.600426,33.81042633333333,4.868004450000001,2.470002000000001,302,304,2020,10,2020
relative_95p_3d,relative_95p_3d_0117,2020-11-08,2020-11-15,8,32.480427,32.039175375,4.953506200000021,1.1160020000000017,313,320,2020,11,2020
relative_95p_3d,relative_95p_3d_0118,2021-01-04,2021-01-11,8,29.120424,28.025424625,9.557498250000002,2.2834984500000033,4,11,2021,1,2020
relative_95p_3d,relative_95p_3d_0119,2021-04-25,2021-04-27,3,38.270424,37.87042366666667,2.764497100000007,1.3645001000000008,115,117,2021,4,2020
relative_95p_3d,relative_95p_3d_0120,2021-05-22,2021-05-24,3,36.590424,36.22375766666667,2.4119970000000066,1.1589984499999986,142,144,2021,5,2020
relative_95p_3d,relative_95p_3d_0121,2021-07-11,2021-07-13,3,34.370426,34.06709266666667,2.66050245000001,1.2290014500000055,192,194,2021,7,2020
relative_95p_3d,relative_95p_3d_0122,2021-08-22,2021-08-24,3,34.380424,34.093757333333336,2.0924990000000108,0.9889994500000014,234,236,2021,8,2020
relative_95p_3d,relative_95p_3d_0123,2021-09-03,2021-09-05,3,34.750423,34.31042466666667,2.9769991000000076,1.4534975500000016,246,248,2021,9,2020
relative_95p_3d,relative_95p_3d_0124,2021-09-09,2021-09-12,4,35.350426,34.49542425,3.7579984500000165,1.8635021000000052,252,255,2021,9,2020
relative_95p_3d,relative_95p_3d_0125,2021-09-23,2021-09-27,5,35.600426,34.8304254,5.773003449999997,1.8969999000000044,266,270,2021,9,2020
relative_95p_3d,relative_95p_3d_0126,2021-10-10,2021-10-12,3,35.280426,34.75375866666667,3.905998100000005,1.8570006500000034,283,285,2021,10,2020
relative_95p_3d,relative_95p_3d_0127,2021-10-14,2021-10-17,4,36.270424,34.92542525,6.596498650000008,2.937998450000002,287,290,2021,10,2020
relative_95p_3d,relative_95p_3d_0128,2021-11-22,2021-11-24,3,30.260426,30.033758333333335,0.2629995500000071,0.13999999999999702,326,328,2021,11,2020
relative_95p_3d,relative_95p_3d_0129,2021-11-30,2021-12-03,4,30.040424,29.5629245,2.631496750000011,1.099998000000003,334,337,2021,11,2020
relative_95p_3d,relative_95p_3d_0130,2022-01-08,2022-01-10,3,27.660425,27.363758,1.4425014500000017,0.7845009999999988,8,10,2022,1,2020
relative_95p_3d,relative_95p_3d_0131,2022-07-09,2022-07-17,9,34.640427,34.07931355555556,8.005492800000027,1.499002450000006,190,198,2022,7,2020
relative_95p_3d,relative_95p_3d_0132,2022-08-16,2022-08-18,3,36.130424,34.973757,4.747997649999995,2.7544990999999968,228,230,2022,8,2020
relative_95p_3d,relative_95p_3d_0133,2022-08-29,2022-09-01,4,34.210426,33.93792499999999,2.4170046499999884,0.8500019999999964,241,244,2022,8,2020
relative_95p_3d,relative_95p_3d_0134,2022-09-07,2022-09-09,3,35.220425,34.98709133333333,4.507999350000013,1.7189994500000054,250,252,2022,9,2020
relative_95p_3d,relative_95p_3d_0135,2022-09-28,2022-10-01,4,34.150425,33.9529245,1.387000449999995,0.5344999000000001,271,274,2022,9,2020
relative_95p_3d,relative_95p_3d_0136,2022-10-19,2022-10-22,4,34.270424,33.5729245,2.3994966500000032,1.4104990000000015,292,295,2022,10,2020
relative_95p_3d,relative_95p_3d_0137,2022-11-25,2022-12-03,9,30.500425,29.835980777777777,5.8365023000000065,1.4524995500000024,329,337,2022,11,2020
relative_95p_3d,relative_95p_3d_0138,2023-04-09,2023-04-20,12,39.550426,38.11042475000001,16.62999660000002,2.959000450000005,99,110,2023,4,2020
