model,term,coefficient,standard_error,ci_lower,ci_upper,p_value,incidence_rate_ratio,irr_ci_lower,irr_ci_upper,percentage_change_per_decade,aic,bic,log_likelihood
negative_binomial,decade,0.02838603949,0.1768111663,-0.3181574785,0.3749295575,0.8724522629,1.028792762,0.7274882157,1.454888925,2.879276241,245.1811449,251.0920207,-119.5905725
